Symbol,Environment Risk Score,Social Risk Score,Governance Risk Score
HCNEW,,,
HCP,,,
HCSG,,,
HCTI,,,
HCVI,,,
HCVIU,,,
HCVIW,,,
HCWB,,,
HCXY,,,
HD,3.0,6.0,3.0
HDB,,,
HDSN,,,
HE,,,
HEAR,,,
HEES,,,
HEI,,,
HEI/A,,,
HELE,,,
HEP,,,
HEPA,,,
HEPS,,,
HEQ,,,
HES,22.0,7.0,22.0
HESM,,,
HEXO,,,
HFBL,,,
HFFG,,,
HFRO,,,
HFRO^A,,,
HFWA,,,
HGBL,,,
HGEN,,,
HGLB,,,
HGTY,,,
HGV,,,
HHC,,,
HHGC,,,
HHGCR,,,
HHGCW,,,
HHLA,,,
HHRS,,,
HHRSW,,,
HHS,,,
HI,,,
HIBB,,,
HIE,,,
HIFS,,,
HIG,2.0,6.0,2.0
HIG^G,,,
HIHO,,,
HII,,,
HILS,,,
HIMS,,,
HIMX,,,
HIO,,,
HIPO,,,
HITI,,,
HIVE,,,
HIW,,,
HIX,,,
HKD,,,
HKIT,,,
HL,,,
HLF,12.0,11.0,12.0
HLGN,,,
HLI,,,
HLIO,,,
HLIT,,,
HLLY,,,
HLMN,,,
HLN,,,
HLNE,,,
HLP,,,
HLT,7.0,7.0,7.0
HLTH,,,
HLVX,,,
HLX,,,
HMACW,,,
HMC,,,
HMN,,,
HMNF,,,
HMPT,,,
HMST,,,
HMY,,,
HNI,,,
HNNA,,,
HNNAZ,,,
HNRA,,,
HNRG,,,
HNST,,,
HNVR,,,
HNW,,,
HOFT,,,
HOFV,,,
HOFVW,,,
HOG,3.0,6.0,3.0
HOLI,,,
HOLO,,,
HOLOW,,,
HOLX,5.0,13.0,5.0
HOMB,,,
HON,11.0,10.0,11.0
HONE,,,
HOOD,,,
HOOK,,,
HOPE,,,
HOTH,,,
HOUR,,,
HOUS,,,
HOV,,,
HOVNP,,,
HOWL,,,
HP,0.0,0.0,0.0
HPCO,,,
HPE,1.0,5.0,1.0
HPF,8.0,10.0,8.0
HPI,8.0,10.0,8.0
HPK,,,
HPKEW,,,
HPLT,,,
HPLTU,,,
HPLTW,,,
HPP,,,
HPP^C,,,
HPQ,0.0,5.0,0.0
HPS,8.0,10.0,8.0
HQH,1.0,13.0,1.0
HQI,,,
HQL,0.0,12.0,0.0
HQY,,,
HR,,,
HRB,,,
HRI,,,
HRL,13.0,11.0,13.0
HRMY,,,
HROW,,,
HROWL,,,
HROWM,,,
HRT,,,
HRTG,,,
HRTX,,,
HRZN,,,
HSAI,,,
HSBC,,,
HSC,,,
HSCS,,,
HSCSW,,,
HSDT,,,
HSHP,,,
HSIC,2.0,6.0,2.0
HSII,,,
HSKA,,,
HSON,,,
HSPO,,,
HSPOU,,,
HST,3.0,6.0,3.0
HSTM,,,
HSTO,,,
HSY,11.0,11.0,11.0
HT,,,
HT^C,,,
HT^D,,,
HT^E,,,
HTBI,,,
HTBK,,,
HTCR,,,
HTD,11.0,10.0,11.0
HTFC,,,
HTGC,,,
HTGM,,,
HTH,,,
HTHT,,,
HTIA,,,
HTIBP,,,
HTLD,,,
HTLF,,,
HTLFP,,,
HTOO,,,
HTOOW,,,
HTY,,,
HTZ,,,
HTZWW,,,
HUBB,10.0,11.0,10.0
HUBC,,,
HUBCW,,,
HUBCZ,,,
HUBG,,,
HUBS,,,
HUDA,,,
HUDAU,,,
HUDI,,,
HUGE,,,
HUIZ,,,
HUM,0.0,16.0,0.0
HUMA,,,
HUMAW,,,
HUN,15.0,6.0,15.0
HURC,,,
HURN,,,
HUSA,,,
HUT,,,
HUYA,,,
HVBC,,,
HVT,,,
HVT/A,,,
HWBK,,,
HWC,,,
HWCPZ,,,
HWEL,,,
HWELW,,,
HWKN,,,
HWKZ,,,
HWM,,,
HWM^,,,
HXL,,,
HY,,,
HYB,,,
HYFM,,,
HYI,,,
HYLN,,,
HYMC,,,
HYMCL,,,
HYMCW,,,
HYPR,,,
HYT,,,
HYW,,,
HYZN,,,
HYZNW,,,
HZNP,,,
HZO,,,
IAC,3.0,15.0,3.0
IAE,6.0,10.0,6.0
IAF,5.0,11.0,5.0
IAG,,,
IART,,,
IAS,,,
IAUX,,,
IBCP,,,
IBEX,,,
IBIO,,,
IBKR,,,
IBM,0.0,7.0,0.0
IBN,,,
IBOC,,,
IBP,,,
IBRX,,,
IBTX,,,
ICAD,,,
ICCC,,,
ICCH,,,
ICCM,,,
ICD,,,
ICE,2.0,8.0,2.0
ICFI,,,
ICG,,,
ICHR,,,
ICL,15.0,8.0,15.0
ICLK,,,
ICLR,,,
ICMB,,,
ICPT,,,
ICR^A,,,
ICU,,,
ICUCW,,,
ICUI,,,
ICVX,,,
ID,,,
IDA,,,
IDAI,,,
IDBA,,,
IDCC,,,
IDE,9.0,9.0,9.0
IDEX,,,
IDN,,,
IDR,,,
IDT,,,
IDW,,,
IDXX,3.0,7.0,3.0
IDYA,,,
IE,,,
IEP,,,
IESC,,,
IEX,8.0,13.0,8.0
IFBD,,,
IFF,10.0,5.0,10.0
IFIN,,,
IFN,4.0,7.0,4.0
IFRX,,,
IFS,,,
IGA,5.0,10.0,5.0
IGC,,,
IGD,5.0,10.0,5.0
IGI,5.0,11.0,5.0
IGIC,,,
IGICW,,,
IGMS,,,
IGR,,,
IGT,0.0,0.0,0.0
IGTAR,,,
IGTAW,,,
IH,,,
IHD,6.0,10.0,6.0
IHG,,,
IHIT,,,
IHRT,,,
IHS,,,
IHT,,,
IHTA,,,
IIF,0.0,0.0,0.0
III,,,
IIIN,,,
IIIV,,,
IIM,,,
IINN,,,
IIPR,,,
IIPR^A,,,
IIVI,,,
IKNA,,,
IKT,,,
ILAG,,,
ILLM,,,
ILMN,1.0,4.0,1.0
ILPT,,,
IMAB,,,
IMAQ,,,
IMAQW,,,
IMAX,,,
IMBI,,,
IMBIL,,,
IMCC,,,
IMCI,,,
IMCR,,,
IMGN,,,
IMKTA,,,
IMMP,,,
IMMR,,,
IMMX,,,
IMNM,,,
IMNN,,,
IMO,16.0,8.0,16.0
IMOS,,,
IMPL,,,
IMPP,,,
IMPPP,,,
IMRN,,,
IMRX,,,
IMTE,,,
IMTX,,,
IMTXW,,,
IMUX,,,
IMVT,,,
IMXI,,,
INAB,,,
INAQW,,,
INBK,,,
INBKZ,,,
INBS,,,
INBX,,,
INCR,,,
INCY,1.0,16.0,1.0
INDB,,,
INDI,,,
INDIW,,,
INDO,,,
INDP,,,
INDT,,,
INFA,,,
INFI,,,
INFN,,,
INFU,,,
INFY,,,
ING,,,
INGN,,,
INGR,13.0,10.0,13.0
INKT,,,
INLX,,,
INM,,,
INMB,,,
INMD,,,
INN,,,
INN^E,,,
INN^F,,,
INNV,,,
INO,,,
INOD,,,
INPX,,,
INSE,,,
INSG,,,
INSI,,,
INSM,,,
INSP,,,
INST,,,
INSW,,,
INT,,,
INTA,,,
INTC,4.0,6.0,4.0
INTE,,,
INTEU,,,
INTEW,,,
INTG,,,
INTR,,,
INTT,,,
INTU,1.0,11.0,1.0
INTZ,,,
INUV,,,
INVA,,,
INVE,,,
INVH,,,
INVO,,,
INVZ,,,
INVZW,,,
INZY,,,
IOACW,,,
IOBT,,,
IONM,,,
IONQ,,,
IONR,,,
IONS,2.0,19.0,2.0
IOR,,,
IOSP,,,
IOT,,,
IOVA,,,
IP,14.0,4.0,14.0
IPA,,,
IPAR,,,
IPDN,,,
IPG,0.0,5.0,0.0
IPGP,4.0,3.0,4.0
IPHA,,,
IPI,,,
IPSC,,,
IPW,,,
IPWR,,,
IPX,,,
IQ,,,
IQI,,,
IQV,1.0,11.0,1.0
IR,,,
IRAA,,,
IRAAW,,,
IRBT,,,
IRDM,,,
IREN,,,
IRIX,,,
IRM,5.0,4.0,5.0
IRMD,,,
IRNT,,,
IRON,,,
IROQ,,,
IRRX,,,
IRS,,,
IRT,,,
IRTC,,,
IRWD,,,
ISD,,,
ISDR,,,
ISEE,,,
ISIG,,,
ISPC,,,
ISPO,,,
ISPOW,,,
ISPR,,,
ISRG,4.0,10.0,4.0
ISRL,,,
ISRLU,,,
ISRLW,,,
ISSC,,,
ISTR,,,
ISUN,,,
IT,0.0,15.0,0.0
ITAQ,,,
ITAQW,,,
ITCI,,,
ITCL,,,
ITGR,,,
ITI,,,
ITIC,,,
ITOS,,,
ITP,,,
ITRG,,,
ITRI,,,
ITRM,,,
ITRN,,,
ITT,,,
ITUB,,,
ITW,4.0,9.0,4.0
IVA,,,
IVAC,,,
IVCA,,,
IVCB,,,
IVCBU,,,
IVCBW,,,
IVCP,,,
IVCPW,,,
IVDA,,,
IVDAW,,,
IVR,,,
IVR^B,,,
IVR^C,,,
IVT,,,
IVVD,,,
IVZ,1.0,10.0,1.0
IX,,,
IXAQ,,,
IXAQU,,,
IXAQW,,,
IXHL,,,
IZEA,,,
IZM,,,
J,5.0,11.0,5.0
JACK,,,
JAGX,,,
JAKK,,,
JAMF,,,
JAN,,,
JANX,,,
JAZZ,2.0,16.0,2.0
JBGS,,,
JBHT,3.0,6.0,3.0
JBI,,,
JBL,,,
JBLU,,,
JBSS,,,
JBT,,,
JCE,4.0,10.0,4.0
JCI,5.0,5.0,5.0
JCSE,,,
JCTCF,,,
JD,,,
JEF,2.0,9.0,2.0
JELD,,,
JEQ,4.0,8.0,4.0
JEWL,,,
JFBR,,,
JFBRW,,,
JFIN,,,
JFR,,,
JFU,,,
JG,,,
JGGC,,,
JGGCR,,,
JGGCW,,,
JGH,,,
JHAA,,,
JHG,,,
JHI,,,
JHS,4.0,11.0,4.0
JHX,,,
JILL,,,
JJSF,,,
JKHY,1.0,9.0,1.0
JKS,,,
JLL,1.0,2.0,1.0
JLS,,,
JMIA,,,
JMM,,,
JMSB,,,
JNJ,1.0,16.0,1.0
JNPR,2.0,9.0,2.0
JOAN,,,
JOB,,,
JOBY,,,
JOE,,,
JOF,,,
JOUT,,,
JPC,3.0,11.0,3.0
JPI,,,
JPM,1.0,16.0,1.0
JPM^C,,,
JPM^D,,,
JPM^J,,,
JPM^K,,,
JPM^L,,,
JPM^M,,,
JPS,2.0,11.0,2.0
JPT,,,
JQC,,,
JRI,,,
JRO,,,
JRS,4.0,4.0,4.0
JRSH,,,
JRVR,,,
JSD,,,
JSM,,,
JSPR,,,
JSPRW,,,
JT,,,
JUGG,,,
JUGGU,,,
JUPW,,,
JUPWW,,,
JVA,,,
JWAC,,,
JWACR,,,
JWEL,,,
JWN,3.0,9.0,3.0
JWSM,,,
JXJT,,,
JXN,,,
JXN^A,,,
JYD,,,
JYNT,,,
JZ,,,
JZXN,,,
K,7.0,15.0,7.0
KA,,,
KACLR,,,
KACLW,,,
KAI,,,
KALA,,,
KALU,,,
KALV,,,
KAMN,,,
KAR,0.0,0.0,0.0
KARO,,,
KAVL,,,
KB,,,
KBAL,,,
KBH,,,
KBNT,,,
KBR,,,
KC,,,
KCGI,,,
KD,,,
KDNY,,,
KDP,,,
KE,,,
KELYA,,,
KELYB,,,
KEN,,,
KEP,,,
KEQU,,,
KERN,,,
KERNW,,,
KEX,,,
KEY,2.0,11.0,2.0
KEY^I,,,
KEY^J,,,
KEY^K,,,
KEY^L,,,
KEYS,2.0,2.0,2.0
KF,7.0,9.0,7.0
KFFB,,,
KFRC,,,
KFS,,,
KFY,,,
KGC,,,
KHC,14.0,14.0,14.0
KIDS,,,
KIM,4.0,3.0,4.0
KIM^L,,,
KIM^M,,,
KIND,,,
KINS,,,
KIO,,,
KIQ,,,
KIRK,,,
KITT,,,
KITTW,,,
KKR,,,
KKR^C,,,
KKRS,,,
KLAC,7.0,5.0,7.0
KLIC,,,
KLR,,,
KLTR,,,
KLXE,,,
KMB,8.0,8.0,8.0
KMDA,,,
KMF,8.0,7.0,8.0
KMI,8.0,7.0,8.0
KMPB,,,
KMPR,,,
KMT,,,
KMX,0.0,8.0,0.0
KN,,,
KNDI,,,
KNOP,,,
KNSA,,,
KNSL,,,
KNTE,,,
KNTK,,,
KNW,,,
KNX,,,
KO,8.0,10.0,8.0
KOD,,,
KODK,,,
KOF,,,
KOP,,,
KOPN,,,
KORE,,,
KOS,,,
KOSS,,,
KPLT,,,
KPLTW,,,
KPRX,,,
KPTI,,,
KR,7.0,9.0,7.0
KRBP,,,
KRC,,,
KREF,,,
KREF^A,,,
KRG,,,
KRKR,,,
KRMD,,,
KRNL,,,
KRNLU,,,
KRNLW,,,
KRNT,,,
KRNY,,,
KRO,,,
KRON,,,
KROS,,,
KRP,,,
KRT,,,
KRTX,,,
KRUS,,,
KRYS,,,
KSCP,,,
KSM,,,
KSPN,,,
KSS,2.0,6.0,2.0
KT,,,
KTB,,,
KTCC,,,
KTF,,,
KTH,,,
KTN,,,
KTOS,,,
KTRA,,,
KTTA,,,
KUKE,,,
KULR,,,
KURA,,,
KVHI,,,
KVSA,,,
KVUE,,,
KW,,,
KWE,,,
KWESW,,,
KWR,,,
KXIN,,,
KYCH,,,
KYCHW,,,
KYMR,,,
KYN,0.0,0.0,0.0
KZIA,,,
KZR,,,
L,1.0,4.0,1.0
LAB,,,
LABP,,,
LAC,,,
LAD,,,
LADR,,,
LAKE,,,
LAMR,0.0,10.0,0.0
LANC,,,
LAND,,,
LANDM,,,
LANDO,,,
LANV,,,
LARK,,,
LASE,,,
LASR,,,
LATG,,,
LAUR,,,
LAW,,,
LAZ,1.0,10.0,1.0
LAZR,,,
LAZY,,,
LBAI,,,
LBC,,,
LBPH,,,
LBRDA,,,
LBRDK,2.0,11.0,2.0
LBRDP,,,
LBRT,,,
LBTYA,6.0,10.0,6.0
LBTYK,,,
LC,,,
LCA,,,
LCAA,,,
LCAAW,,,
LCAHW,,,
LCFY,,,
LCFYW,,,
LCID,,,
LCII,,,
LCNB,,,
LCTX,,,
LCUT,,,
LCW,,,
LDI,,,
LDOS,1.0,5.0,1.0
LDP,,,
LE,,,
LEA,3.0,4.0,3.0
LECO,8.0,9.0,8.0
LEDS,,,
LEE,,,
LEG,6.0,4.0,6.0
LEGH,,,
LEGN,,,
LEJU,,,
LEN,9.0,9.0,9.0
LEO,,,
LESL,,,
LEU,,,
LEV,,,
LEVI,,,
LEXX,,,
LEXXW,,,
LFACW,,,
LFCR,,,
LFLY,,,
LFLYW,,,
LFMD,,,
LFMDP,,,
LFST,,,
LFT,,,
LFT^A,,,
LFUS,,,
LFVN,,,
LGHL,,,
LGHLW,,,
LGI,3.0,9.0,3.0
LGIH,,,
LGL,,,
LGMK,,,
LGND,,,
LGO,,,
LGSTW,,,
LGVC,,,
LGVCW,,,
LGVN,,,
LH,0.0,12.0,0.0
LHC,,,
LHX,,,
LI,,,
LIAN,,,
LIBY,,,
LIBYU,,,
LICN,,,
LICY,,,
LIDR,,,
LIDRW,,,
LIFE,,,
LIFW,,,
LIFWW,,,
LIFWZ,,,
LII,10.0,5.0,10.0
LILA,,,
LILAK,,,
LILM,,,
LILMW,,,
LIN,,,
LINC,,,
LIND,,,
LINK,,,
LIPO,,,
LIQT,,,
LITB,,,
LITE,,,
LITM,,,
LITT,,,
LITTU,,,
LITTW,,,
LIVB,,,
LIVBW,,,
LIVE,,,
LIVN,,,
LIXT,,,
LIXTW,,,
LIZI,,,
LKCO,,,
LKFN,,,
LKQ,3.0,4.0,3.0
LL,,,
LLAP,,,
LLY,3.0,17.0,3.0
LMAT,,,
LMB,,,
LMDX,,,
LMFA,,,
LMND,,,
LMNL,,,
LMNR,,,
LMT,5.0,16.0,5.0
LNC,2.0,6.0,2.0
LNC^D,,,
LND,,,
LNG,11.0,8.0,11.0
LNKB,,,
LNN,,,
LNSR,,,
LNT,10.0,6.0,10.0
LNTH,,,
LNW,,,
LNZA,,,
LNZAW,,,
LOAN,,,
LOB,,,
LOCL,,,
LOCO,,,
LODE,,,
LOGI,,,
LOMA,,,
LOOP,,,
LOPE,,,
LOV,,,
LOVE,,,
LOW,4.0,5.0,4.0
LPCN,,,
LPG,,,
LPL,,,
LPLA,,,
LPRO,,,
LPSN,,,
LPTH,,,
LPTV,,,
LPTX,,,
LPX,,,
LQDA,,,
LQDT,,,
LRCX,4.0,4.0,4.0
LRFC,,,
LRMR,,,
LRN,,,
LSAK,,,
LSBK,,,
LSCC,,,
LSDI,,,
LSEA,,,
LSEAW,,,
LSF,,,
LSI,,,
LSPD,,,
LSTA,,,
LSTR,,,
LSXMA,,,
LSXMB,,,
LSXMK,1.0,9.0,1.0
LTBR,,,
LTC,,,
LTCH,,,
LTCHW,,,
LTH,,,
LTHM,,,
LTRN,,,
LTRPA,,,
LTRPB,,,
LTRX,,,
LTRY,,,
LTRYW,,,
LU,,,
LUCD,,,
LUCY,,,
LUCYW,,,
LULU,2.0,10.0,2.0
LUMN,5.0,12.0,5.0
LUMO,,,
LUNA,,,
LUNG,,,
LUNR,,,
LUNRW,,,
LUV,11.0,15.0,11.0
LUXH,,,
LVACW,,,
LVLU,,,
LVO,,,
LVOX,,,
LVRO,,,
LVROW,,,
LVS,1.0,8.0,1.0
LVTX,,,
LVWR,,,
LW,,,
LWAY,,,
LWLG,,,
LX,,,
LXEH,,,
LXFR,,,
LXP,,,
LXP^C,,,
LXRX,,,
LXU,,,
LYB,17.0,2.0,17.0
LYEL,,,
LYFT,,,
LYG,,,
LYRA,,,
LYT,,,
LYTS,,,
LYV,,,
LZ,,,
LZB,,,
M,0.0,0.0,0.0
MA,0.0,8.0,0.0
MAA,6.0,4.0,6.0
MAA^I,,,
MAC,0.0,0.0,0.0
MACA,,,
MACAW,,,
MACK,,,
MAG,,,
MAIA,,,
MAIN,,,
MAN,0.0,6.0,0.0
MANH,,,
MANU,,,
MAPS,,,
MAPSW,,,
MAQC,,,
MAQCU,,,
MAR,9.0,9.0,9.0
MARA,,,
MARK,,,
MARPS,,,
MARX,,,
MARXR,,,
MAS,9.0,6.0,9.0
MASI,,,
MASS,,,
MAT,1.0,10.0,1.0
MATH,,,
MATV,,,
MATW,,,
MATX,,,
MAV,,,
MAX,,,
MAXN,,,
MAYS,,,
MBAC,,,
MBC,,,
MBCN,,,
MBI,,,
MBIN,,,
MBINM,,,
MBINN,,,
MBINO,,,
MBINP,,,
MBIO,,,
MBLY,,,
MBNKP,,,
MBOT,,,
MBRX,,,
MBSC,,,
MBUU,,,
MBWM,,,
MC,,,
MCAA,,,
MCAAW,,,
MCAC,,,
MCACR,,,
MCACW,,,
MCAF,,,
MCAFR,,,
MCAG,,,
MCAGU,,,
MCB,,,
MCBC,,,
MCBS,,,
MCD,4.0,14.0,4.0
MCFT,,,
MCHP,15.0,9.0,15.0
MCHX,,,
MCI,,,
MCK,2.0,7.0,2.0
MCLD,,,
MCLDW,,,
MCN,7.0,11.0,7.0
MCO,0.0,5.0,0.0
MCOM,,,
MCOMW,,,
MCR,,,
MCRB,,,
MCRI,,,
MCS,,,
MCVT,,,
MCW,,,
MCY,,,
MD,0.0,0.0,0.0
MDB,,,
MDC,,,
MDGL,,,
MDGS,,,
MDGSW,,,
MDIA,,,
MDJH,,,
MDLZ,9.0,9.0,9.0
MDNA,,,
MDRR,,,
MDRX,,,
MDT,2.0,13.0,2.0
MDU,21.0,7.0,21.0
MDV,,,
MDV^A,,,
MDVL,,,
MDWD,,,
MDWT,,,
MDXG,,,
MDXH,,,
ME,,,
MEC,,,
MED,,,
MEDP,,,
MEDS,,,
MEG,,,
MEGI,,,
MEGL,,,
MEI,,,
MEIP,,,
MEKA,,,
MELI,,,
MEOA,,,
MEOAW,,,
MEOH,,,
MER^K,,,
MERC,,,
MESA,,,
MESO,,,
MET,1.0,5.0,1.0
MET^A,,,
MET^E,,,
MET^F,,,
META,1.0,21.0,1.0
METC,,,
METCL,,,
METX,,,
MF,,,
MFA,,,
MFA^B,,,
MFA^C,,,
MFC,1.0,8.0,1.0
MFD,7.0,8.0,7.0
MFG,,,
MFH,,,
MFIC,,,
MFIN,,,
MFM,,,
MFV,4.0,9.0,4.0
MG,,,
MGA,4.0,9.0,4.0
MGAM,,,
MGEE,,,
MGF,,,
MGI,,,
MGIC,,,
MGIH,,,
MGLD,,,
MGM,2.0,13.0,2.0
MGNI,,,
MGNX,,,
MGOL,,,
MGPI,,,
MGR,,,
MGRB,,,
MGRC,,,
MGRD,,,
MGRX,,,
MGTA,,,
MGTX,,,
MGY,,,
MGYR,,,
MHD,,,
MHF,,,
MHH,,,
MHI,,,
MHK,6.0,4.0,6.0
MHLA,,,
MHLD,,,
MHN,,,
MHNC,,,
MHO,,,
MHUA,,,
MICS,,,
MIDD,9.0,14.0,9.0
MIGI,,,
MIMO,,,
MIN,,,
MIND,,,
MINDP,,,
MINM,,,
MIO,,,
MIR,,,
MIRM,,,
MIRO,,,
MIST,,,
MITA,,,
MITAU,,,
MITAW,,,
MITK,,,
MITQ,,,
MITT,,,
MITT^A,,,
MITT^B,,,
MITT^C,,,
MIXT,,,
MIY,,,
MKC,10.0,11.0,10.0
MKFG,,,
MKL,2.0,11.0,2.0
MKSI,,,
MKTW,,,
MKTX,,,
MKUL,,,
ML,,,
MLAB,,,
MLAC,,,
MLACU,,,
MLACW,,,
MLCO,2.0,8.0,2.0
MLEC,,,
MLGO,,,
MLI,,,
MLKN,,,
MLM,19.0,5.0,19.0
MLNK,,,
MLP,,,
MLR,,,
MLSS,,,
MLTX,,,
MLVF,,,
MLYS,,,
MMAT,,,
MMC,0.0,8.0,0.0
MMD,,,
MMI,,,
MMLP,,,
MMM,12.0,14.0,12.0
MMMB,,,
MMP,,,
MMS,,,
MMSI,,,
MMT,,,
MMU,,,
MMV,,,
MMVWW,,,
MMYT,,,
MNDO,,,
MNDY,,,
MNK,,,
MNKD,,,
MNMD,,,
MNOV,,,
MNP,,,
MNPR,,,
MNRO,,,
MNSB,,,
MNSO,,,
MNST,12.0,11.0,12.0
MNTK,,,
MNTS,,,
MNTSW,,,
MNTV,,,
MNTX,,,
MO,5.0,13.0,5.0
MOB,,,
MOBQ,,,
MOBQW,,,
MOBV,,,
MOD,,,
MODD,,,
MODG,,,
MODN,,,
MODV,,,
MOFG,,,
MOGO,,,
MOGU,,,
MOH,,,
MOLN,,,
MOMO,,,
MOND,,,
MOR,,,
MORF,,,
MORN,,,
MOS,14.0,11.0,14.0
MOTS,,,
MOV,,,
MOVE,,,
MOXC,,,
MP,,,
MPA,,,
MPAA,,,
MPB,,,
MPC,16.0,7.0,16.0
MPLN,,,
MPLX,,,
MPRA,,,
MPRAW,,,
MPTI,,,
MPU,,,
MPV,,,
MPW,,,
MPWR,,,
MPX,,,
MQ,,,
MQT,,,
MQY,,,
MRAI,,,
MRAM,,,
MRBK,,,
MRC,,,
MRCC,,,
MRCY,,,
MRDB,,,
MREO,,,
MRIN,,,
MRK,1.0,11.0,1.0
MRKR,,,
MRM,,,
MRNA,,,
MRNS,,,
MRO,24.0,10.0,24.0
MRSN,,,
MRTN,,,
MRTX,,,
MRUS,,,
MRVI,,,
MRVL,6.0,7.0,6.0
MS,1.0,12.0,1.0
MS^A,,,
MS^E,,,
MS^F,,,
MS^I,,,
MS^K,,,
MS^L,,,
MS^O,,,
MS^P,,,
MSA,,,
MSB,,,
MSBI,,,
MSBIP,,,
MSC,,,
MSCI,2.0,7.0,2.0
MSD,,,
MSEX,,,
MSFT,2.0,8.0,2.0
MSGE,,,
MSGM,,,
MSGS,,,
MSI,2.0,7.0,2.0
MSM,4.0,7.0,4.0
MSN,,,
MSSA,,,
MSSAR,,,
MSSAU,,,
MSSAW,,,
MSTR,,,
MSVB,,,
MT,,,
MTA,,,
MTAC,,,
MTACU,,,
MTACW,,,
MTAL,,,
MTB,2.0,13.0,2.0
MTB^H,,,
MTC,,,
MTCH,,,
MTCN,,,
MTD,1.0,7.0,1.0
MTDR,,,
MTEK,,,
MTEM,,,
MTEX,,,
MTG,,,
MTH,,,
MTLS,,,
MTN,,,
MTNB,,,
MTR,,,
MTRN,,,
MTRX,,,
MTSI,,,
MTTR,,,
MTVC,,,
MTW,,,
MTX,,,
MTZ,,,
MU,7.0,5.0,7.0
MUA,,,
MUC,,,
MUE,,,
MUFG,,,
MUI,,,
MUJ,,,
MULN,,,
MUR,,,
MURF,,,
MURFW,,,
MUSA,,,
MUX,,,
MVBF,,,
MVF,,,
MVIS,,,
MVLA,,,
MVLAW,,,
MVO,,,
MVST,,,
MVSTW,,,
MVT,,,
MWA,,,
MWG,,,
MX,,,
MXC,,,
MXCT,,,
MXE,9.0,9.0,9.0
MXF,,,
MXL,,,
MYD,,,
MYE,,,
MYFW,,,
MYGN,,,
MYI,,,
MYMD,,,
MYN,,,
MYNA,,,
MYNZ,,,
MYO,,,
MYPS,,,
MYPSW,,,
MYRG,,,
MYSZ,,,
MYTE,,,
NAAS,,,
NABL,,,
NAC,,,
NAD,,,
NAII,,,
NAK,,,
NAMS,,,
NAMSW,,,
NAN,,,
NAOV,,,
NAPA,,,
NARI,,,
NAT,,,
NATH,,,
NATI,,,
NATR,,,
NAUT,,,
NAVB,,,
NAVI,,,
NAZ,,,
NB,,,
NBB,,,
NBH,,,
NBHC,,,
NBIX,,,
NBN,,,
NBO,,,
NBR,,,
NBRV,,,
NBSE,,,
NBST,,,
NBSTW,,,
NBTB,,,
NBTX,,,
NBW,,,
NBXG,,,
NBY,,,
NC,,,
NCA,,,
NCACW,,,
NCLH,12.0,10.0,12.0
NCMI,,,
NCNA,,,
NCNO,,,
NCPL,,,
NCPLW,,,
NCR,3.0,10.0,3.0
NCRA,,,
NCSM,,,
NCTY,,,
NCV,5.0,8.0,5.0
NCV^A,,,
NCZ,5.0,8.0,5.0
NCZ^A,,,
NDAQ,2.0,5.0,2.0
NDLS,,,
NDMO,,,
NDP,,,
NDRA,,,
NDSN,9.0,12.0,9.0
NE,,,
NEA,,,
NECB,,,
NEE,14.0,8.0,14.0
NEE^N,,,
NEE^Q,,,
NEE^R,,,
NEGG,,,
NEM,7.0,8.0,7.0
NEN,,,
NEO,,,
NEOG,,,
NEON,,,
NEOV,,,
NEOVW,,,
NEP,,,
NEPH,,,
NEPT,,,
NERV,,,
NET,,,
NETC,,,
NETI,,,
NEU,18.0,10.0,18.0
NEWP,,,
NEWR,,,
NEWT,,,
NEWTL,,,
NEWTZ,,,
NEX,,,
NEXA,,,
NEXI,,,
NEXT,,,
NFBK,,,
NFE,,,
NFG,,,
NFGC,,,
NFJ,4.0,10.0,4.0
NFLX,0.0,7.0,0.0
NFNT,,,
NFTG,,,
NFYS,,,
NG,,,
NGD,,,
NGG,,,
NGL,,,
NGL^B,,,
NGL^C,,,
NGM,,,
NGMS,,,
NGS,,,
NGVC,,,
NGVT,,,
NH,,,
NHC,,,
NHI,,,
NHS,,,
NHTC,,,
NHWK,,,
NI,14.0,10.0,14.0
NI^B,,,
NIC,,,
NICE,,,
NICK,,,
NIE,3.0,10.0,3.0
NIM,,,
NIMC,,,
NINE,,,
NIO,,,
NIOBW,,,
NIQ,,,
NIR,,,
NIRWW,,,
NISN,,,
NIU,,,
NJR,,,
NKE,3.0,7.0,3.0
NKLA,,,
NKSH,,,
NKTR,,,
NKTX,,,
NKX,,,
NL,,,
NLS,,,
NLSP,,,
NLSPW,,,
NLTX,,,
NLY,8.0,4.0,8.0
NLY^F,,,
NLY^G,,,
NLY^I,,,
NM,,,
NM^G,,,
NMAI,,,
NMCO,,,
NMFC,,,
NMG,,,
NMI,,,
NMIH,,,
NML,0.0,0.0,0.0
NMM,,,
NMR,,,
NMRD,,,
NMRK,,,
NMS,,,
NMT,,,
NMTC,,,
NMTR,,,
NMZ,,,
NN,,,
NNAVW,,,
NNBR,,,
NNDM,,,
NNI,,,
NNN,,,
NNOX,,,
NNVC,,,
NNY,,,
NOA,,,
NOAH,,,
NOC,7.0,15.0,7.0
NODK,,,
NOG,,,
NOGN,,,
NOGNW,,,
NOK,,,
NOM,,,
NOMD,,,
NOTE,,,
NOTV,,,
