Symbol,Environment Risk Score,Social Risk Score,Governance Risk Score
NOV,13.0,12.0,13.0
NOVA,,,
NOVN,,,
NOVT,,,
NOVVR,,,
NOW,1.0,8.0,1.0
NPAB,,,
NPABW,,,
NPCE,,,
NPCT,,,
NPFD,,,
NPK,,,
NPO,,,
NPV,,,
NQP,,,
NR,,,
NRAC,,,
NRACW,,,
NRBO,,,
NRC,,,
NRDS,,,
NRDY,,,
NREF,,,
NREF^A,,,
NRG,17.0,9.0,17.0
NRGV,,,
NRGX,,,
NRIM,,,
NRIX,,,
NRK,,,
NRO,4.0,4.0,4.0
NRP,,,
NRSN,,,
NRSNW,,,
NRT,,,
NRUC,,,
NRXP,,,
NRXPW,,,
NS,,,
NS^A,,,
NS^B,,,
NS^C,,,
NSA,,,
NSA^A,,,
NSC,8.0,11.0,8.0
NSIT,,,
NSL,,,
NSP,,,
NSPR,,,
NSS,,,
NSSC,,,
NSTB,,,
NSTC,,,
NSTD,,,
NSTG,,,
NSTS,,,
NSYS,,,
NTAP,3.0,7.0,3.0
NTB,,,
NTCO,,,
NTCT,,,
NTES,,,
NTG,,,
NTGR,,,
NTIC,,,
NTIP,,,
NTLA,,,
NTNX,,,
NTR,13.0,8.0,13.0
NTRA,,,
NTRB,,,
NTRBW,,,
NTRS,2.0,12.0,2.0
NTRSO,,,
NTST,,,
NTWK,,,
NTZ,,,
NU,,,
NUBI,,,
NUE,10.0,13.0,10.0
NURO,,,
NUS,,,
NUTX,,,
NUV,,,
NUVA,,,
NUVB,,,
NUVL,,,
NUW,,,
NUWE,,,
NUZE,,,
NVACR,,,
NVACW,,,
NVAX,,,
NVCR,,,
NVCT,,,
NVDA,2.0,5.0,2.0
NVEC,,,
NVEE,,,
NVEI,,,
NVFY,,,
NVG,,,
NVGS,,,
NVIV,,,
NVMI,,,
NVNO,,,
NVNOW,,,
NVO,,,
NVOS,,,
NVR,7.0,8.0,7.0
NVRO,,,
NVS,,,
NVST,,,
NVT,,,
NVTA,,,
NVTS,,,
NVVE,,,
NVVEW,,,
NVX,,,
NWBI,,,
NWE,,,
NWFL,,,
NWG,,,
NWL,6.0,4.0,6.0
NWLI,,,
NWN,,,
NWPX,,,
NWS,,,
NWSA,0.0,5.0,0.0
NWTN,,,
NWTNW,,,
NX,,,
NXC,,,
NXDT,,,
NXDT^A,,,
NXE,,,
NXG,,,
NXGL,,,
NXGLW,,,
NXGN,,,
NXJ,,,
NXL,,,
NXLIW,,,
NXN,,,
NXP,,,
NXPI,9.0,7.0,9.0
NXPL,,,
NXPLW,,,
NXRT,,,
NXST,,,
NXT,,,
NXTC,,,
NXTP,,,
NYAX,,,
NYC,,,
NYCB,4.0,12.0,4.0
NYCB^A,,,
NYCB^U,,,
NYMT,,,
NYMTL,,,
NYMTM,,,
NYMTN,,,
NYMTZ,,,
NYMX,,,
NYT,,,
NYXH,,,
NZF,,,
O,4.0,5.0,4.0
OABI,,,
OABIW,,,
OAK^A,,,
OAK^B,,,
OAKUU,,,
OB,,,
OBE,,,
OBIO,,,
OBLG,,,
OBNK,,,
OBT,,,
OC,8.0,3.0,8.0
OCC,,,
OCCI,,,
OCCIN,,,
OCCIO,,,
OCEA,,,
OCEAW,,,
OCFC,,,
OCFCP,,,
OCFT,,,
OCG,,,
OCGN,,,
OCN,,,
OCS,,,
OCSAW,,,
OCSL,,,
OCTO,,,
OCUL,,,
OCUP,,,
OCX,,,
ODC,,,
ODFL,,,
ODP,,,
ODV,,,
OEC,,,
OESX,,,
OFC,,,
OFED,,,
OFG,,,
OFIX,,,
OFLX,,,
OFS,,,
OFSSH,,,
OGE,16.0,11.0,16.0
OGEN,,,
OGI,,,
OGN,,,
OGS,,,
OHAA,,,
OHAAW,,,
OHI,7.0,5.0,7.0
OI,,,
OIA,,,
OIG,,,
OII,,,
OIS,,,
OKE,12.0,11.0,12.0
OKTA,,,
OKYO,,,
OLB,,,
OLED,,,
OLIT,,,
OLITU,,,
OLITW,,,
OLK,,,
OLLI,,,
OLMA,,,
OLN,,,
OLO,,,
OLP,,,
OLPX,,,
OM,,,
OMAB,,,
OMC,0.0,9.0,0.0
OMCL,,,
OMER,,,
OMEX,,,
OMF,,,
OMGA,,,
OMH,,,
OMI,,,
OMIC,,,
OMQS,,,
ON,15.0,6.0,15.0
ONB,,,
ONBPO,,,
ONBPP,,,
ONCR,,,
ONCS,,,
ONCT,,,
ONCY,,,
ONDS,,,
ONEW,,,
ONFO,,,
ONFOW,,,
ONL,,,
ONON,,,
ONTF,,,
ONTO,,,
ONTX,,,
ONVO,,,
ONYXW,,,
OOMA,,,
OP,,,
OPA,,,
OPAD,,,
OPAL,,,
OPBK,,,
OPCH,,,
OPEN,,,
OPFI,,,
OPGN,,,
OPHC,,,
OPI,,,
OPINL,,,
OPK,,,
OPOF,,,
OPP,,,
OPP^A,,,
OPP^B,,,
OPRA,,,
OPRT,,,
OPRX,,,
OPT,,,
OPTN,,,
OPTT,,,
OPXS,,,
OPY,,,
OR,,,
ORA,,,
ORAN,,,
ORC,,,
ORCC,,,
ORCL,1.0,8.0,1.0
ORGN,,,
ORGNW,,,
ORGO,,,
ORGS,,,
ORI,2.0,11.0,2.0
ORIC,,,
ORLA,,,
ORLY,0.0,9.0,0.0
ORMP,,,
ORN,,,
ORRF,,,
ORTX,,,
OSA,,,
OSBC,,,
OSCR,,,
OSG,,,
OSI,,,
OSIS,,,
OSK,,,
OSPN,,,
OSS,,,
OST,,,
OSTK,,,
OSUR,,,
OSW,,,
OTEC,,,
OTECW,,,
OTEX,5.0,8.0,5.0
OTIS,,,
OTLK,,,
OTLY,,,
OTMO,,,
OTMOW,,,
OTRK,,,
OTRKP,,,
OTTR,,,
OUST,,,
OUT,,,
OVBC,,,
OVID,,,
OVLY,,,
OVV,,,
OWL,,,
OWLT,,,
OXAC,,,
OXACW,,,
OXBR,,,
OXBRW,,,
OXLC,,,
OXLCL,,,
OXLCM,,,
OXLCN,,,
OXLCO,,,
OXLCP,,,
OXLCZ,,,
OXM,,,
OXSQ,,,
OXSQG,,,
OXSQL,,,
OXSQZ,,,
OXUS,,,
OXUSW,,,
OXY,25.0,12.0,25.0
OZ,,,
OZK,,,
OZKAP,,,
PAA,,,
PAAS,,,
PAC,,,
PACB,,,
PACI,,,
PACK,,,
PACW,2.0,10.0,2.0
PACWP,,,
PAG,,,
PAGP,,,
PAGS,,,
PAHC,,,
PAI,6.0,11.0,6.0
PALI,,,
PALT,,,
PAM,,,
PANL,,,
PANW,1.0,8.0,1.0
PAR,,,
PARA,,,
PARAA,0.0,8.0,0.0
PARAP,,,
PARR,,,
PASG,,,
PATH,,,
PATI,,,
PATK,,,
PAVM,,,
PAVMZ,,,
PAVS,,,
PAX,,,
PAXS,,,
PAY,,,
PAYC,,,
PAYO,,,
PAYOW,,,
PAYS,,,
PAYX,1.0,10.0,1.0
PB,,,
PBA,11.0,7.0,11.0
PBAX,,,
PBAXW,,,
PBBK,,,
PBF,,,
PBFS,,,
PBH,,,
PBHC,,,
PBI,,,
PBI^B,,,
PBLA,,,
PBPB,,,
PBR,,,
PBT,,,
PBTS,,,
PBYI,,,
PCAR,8.0,11.0,8.0
PCB,,,
PCCT,,,
PCF,,,
PCG,8.0,21.0,8.0
PCG^A,,,
PCG^B,,,
PCG^C,,,
PCG^D,,,
PCG^E,,,
PCG^G,,,
PCG^H,,,
PCGU,,,
PCH,,,
PCK,,,
PCM,,,
PCN,,,
PCOR,,,
PCQ,,,
PCRX,,,
PCSA,,,
PCT,,,
PCTI,,,
PCTTU,,,
PCTTW,,,
PCTY,,,
PCVX,,,
PCYG,,,
PCYO,,,
PD,,,
PDCE,,,
PDCO,,,
PDD,,,
PDEX,,,
PDFS,,,
PDI,,,
PDLB,,,
PDM,,,
PDO,,,
PDS,,,
PDSB,,,
PDT,10.0,10.0,10.0
PEAK,3.0,2.0,3.0
PEB,,,
PEB^E,,,
PEB^F,,,
PEB^G,,,
PEB^H,,,
PEBK,,,
PEBO,,,
PECO,,,
PED,,,
PEG,12.0,9.0,12.0
PEGA,,,
PEGR,,,
PEGRU,,,
PEGRW,,,
PEGY,,,
PEN,,,
PENN,,,
PEO,15.0,9.0,15.0
PEP,5.0,7.0,5.0
PEPG,,,
PEPLU,,,
PEPLW,,,
PERF,,,
PERI,,,
PESI,,,
PET,,,
PETQ,,,
PETS,,,
PETV,,,
PETVW,,,
PETWW,,,
PETZ,,,
PEV,,,
PFBC,,,
PFC,,,
PFD,2.0,10.0,2.0
PFE,3.0,13.0,3.0
PFG,1.0,7.0,1.0
PFGC,,,
PFH,,,
PFIE,,,
PFIN,,,
PFIS,,,
PFL,,,
PFLT,,,
PFMT,,,
PFN,,,
PFO,2.0,10.0,2.0
PFS,,,
PFSI,,,
PFSW,,,
PFTA,,,
PFTAW,,,
PFX,,,
PFXNZ,,,
PG,10.0,10.0,10.0
PGC,,,
PGEN,,,
PGNY,,,
PGP,,,
PGR,2.0,8.0,2.0
PGRE,,,
PGRU,,,
PGSS,,,
PGTI,,,
PGY,,,
PGYWW,,,
PGZ,,,
PH,9.0,14.0,9.0
PHAR,,,
PHAT,,,
PHD,,,
PHG,,,
PHGE,,,
PHI,,,
PHIO,,,
PHK,,,
PHM,9.0,7.0,9.0
PHR,,,
PHT,,,
PHUN,,,
PHUNW,,,
PHVS,,,
PHX,,,
PHYT,,,
PI,,,
PIAI,,,
PII,0.0,6.0,0.0
PIII,,,
PIK,,,
PIM,,,
PINC,,,
PINE,,,
PINS,,,
PIPR,,,
PIRS,,,
PIXY,,,
PJT,,,
PK,,,
PKBK,,,
PKE,,,
PKG,12.0,1.0,12.0
PKI,1.0,10.0,1.0
PKOH,,,
PKST,,,
PKX,,,
PL,,,
PLAB,,,
PLAG,,,
PLAO,,,
PLAOW,,,
PLAY,,,
PLBC,,,
PLBY,,,
PLCE,,,
PLD,2.0,2.0,2.0
PLG,,,
PLL,,,
PLM,,,
PLMI,,,
PLMIW,,,
PLMR,,,
PLNT,,,
PLOW,,,
PLPC,,,
PLRX,,,
PLSE,,,
PLTK,,,
PLTN,,,
PLTNU,,,
PLTR,,,
PLUG,,,
PLUR,,,
PLUS,,,
PLX,,,
PLXS,,,
PLYA,,,
PLYM,,,
PM,4.0,11.0,4.0
PMCB,,,
PMD,,,
PMF,,,
PMGM,,,
PMGMU,,,
PMGMW,,,
PML,,,
PMM,,,
PMN,,,
PMO,,,
PMT,,,
PMT^A,,,
PMT^B,,,
PMT^C,,,
PMTS,,,
PMVP,,,
PMX,,,
PNAC,,,
PNACR,,,
PNACU,,,
PNACW,,,
PNBK,,,
PNC,2.0,12.0,2.0
PNF,,,
PNFP,,,
PNFPP,,,
PNI,,,
PNM,,,
PNNT,,,
PNR,7.0,10.0,7.0
PNRG,,,
PNT,,,
PNTG,,,
PNTM,,,
PNW,15.0,10.0,15.0
POAI,,,
POCI,,,
PODD,,,
POET,,,
POL,,,
POLA,,,
POOL,,,
POR,,,
PORT,,,
POST,,,
POWI,,,
POWL,,,
POWW,,,
POWWP,,,
PPBI,,,
PPBT,,,
PPC,,,
PPG,9.0,8.0,9.0
PPHP,,,
PPHPW,,,
PPIH,,,
PPL,20.0,8.0,20.0
PPSI,,,
PPT,,,
PPTA,,,
PPYAW,,,
PR,,,
PRA,,,
PRAA,,,
PRAX,,,
PRCH,,,
PRCT,,,
PRDO,,,
PRDS,,,
PRE,,,
PRE^J,,,
PRENW,,,
PRFT,,,
PRFX,,,
PRG,,,
PRGO,4.0,21.0,4.0
PRGS,,,
PRH,,,
PRI,,,
PRIF^F,,,
PRIF^G,,,
PRIF^I,,,
PRIF^J,,,
PRIF^L,,,
PRIM,,,
PRK,,,
PRLB,,,
PRLD,,,
PRLH,,,
PRLHW,,,
PRM,,,
PRME,,,
PRMW,,,
PRO,,,
PROC,,,
PROCW,,,
PROF,,,
PROK,,,
PROV,,,
PRPH,,,
PRPL,,,
PRPO,,,
PRQR,,,
PRS,,,
PRSO,,,
PRSR,,,
PRSRU,,,
PRSRW,,,
PRST,,,
PRSTW,,,
PRT,,,
PRTA,,,
PRTC,,,
PRTG,,,
PRTH,,,
PRTK,,,
PRTS,,,
PRU,1.0,7.0,1.0
PRVA,,,
PSA,5.0,3.0,5.0
PSA^F,,,
PSA^G,,,
PSA^H,,,
PSA^I,,,
PSA^J,,,
PSA^K,,,
PSA^L,,,
PSA^M,,,
PSA^N,,,
PSA^O,,,
PSA^P,,,
PSA^Q,,,
PSA^R,,,
PSA^S,,,
PSEC,,,
PSEC^A,,,
PSF,4.0,11.0,4.0
PSFE,,,
PSHG,,,
PSMT,,,
PSN,,,
PSNL,,,
PSNY,,,
PSNYW,,,
PSO,,,
PSPC,,,
PSTG,,,
PSTL,,,
PSTV,,,
PSTX,,,
PSX,16.0,7.0,16.0
PT,,,
PTA,,,
PTC,5.0,9.0,5.0
PTCT,,,
PTE,,,
PTEN,,,
PTGX,,,
PTHR,,,
PTHRU,,,
PTHRW,,,
PTIX,,,
PTLO,,,
PTMN,,,
PTN,,,
PTON,,,
PTPI,,,
PTRA,,,
PTRS,,,
PTSI,,,
PTVE,,,
PTWO,,,
PTWOW,,,
PTY,,,
PUBM,,,
PUCK,,,
PUCKW,,,
PUK,,,
PULM,,,
PUMP,,,
PUYI,,,
PVBC,,,
PVH,1.0,10.0,1.0
PVL,,,
PW,,,
PW^A,,,
PWFL,,,
PWOD,,,
PWP,,,
PWR,12.0,16.0,12.0
PWSC,,,
PWUP,,,
PWUPU,,,
PWUPW,,,
PX,,,
PXD,19.0,9.0,19.0
PXLW,,,
PXMD,,,
PXS,,,
PXSAP,,,
PXSAW,,,
PYCR,,,
PYN,,,
PYPD,,,
PYPL,1.0,10.0,1.0
PYR,,,
PYXS,,,
PZC,,,
PZG,,,
PZZA,,,
QBTS,,,
QCOM,5.0,4.0,5.0
QCRH,,,
QD,,,
QDEL,,,
QDRO,,,
QDROU,,,
QDROW,,,
QFIN,,,
QFTA,,,
QGEN,2.0,7.0,2.0
QH,,,
QIPT,,,
QLGN,,,
QLI,,,
QLYS,,,
QMCO,,,
QNCX,,,
QNRX,,,
QNST,,,
QOMO,,,
QOMOU,,,
QOMOW,,,
QQQX,2.0,10.0,2.0
QRHC,,,
QRTEA,,,
QRTEB,,,
QRTEP,,,
QRVO,13.0,8.0,13.0
QS,,,
QSG,,,
QSI,,,
QSIAW,,,
QSR,5.0,14.0,5.0
QTEK,,,
QTEKW,,,
QTRX,,,
QTWO,,,
QUAD,,,
QUBT,,,
QUIK,,,
QUOT,,,
QURE,,,
QVCC,,,
QVCD,,,
R,,,
RA,,,
RAAS,,,
RACE,6.0,12.0,6.0
RAD,0.0,0.0,0.0
RADI,,,
RAIL,,,
RAIN,,,
RAMP,,,
RAND,,,
RANI,,,
RAPT,,,
RARE,,,
RAVE,,,
RAYA,,,
RBA,,,
RBB,,,
RBBN,,,
RBC,,,
RBCAA,,,
RBCP,,,
RBKB,,,
RBLX,,,
RBOT,,,
RBT,,,
RC,,,
RC^E,,,
RCA,,,
RCAC,,,
RCACW,,,
RCAT,,,
RCB,,,
RCC,,,
RCEL,,,
RCFA,,,
RCG,,,
RCI,5.0,12.0,5.0
RCKT,,,
RCKY,,,
RCL,9.0,8.0,9.0
RCLF,,,
RCM,,,
RCMT,,,
RCON,,,
RCRT,,,
RCRTW,,,
RCS,,,
RCUS,,,
RDCM,,,
RDFN,,,
RDHL,,,
RDI,,,
RDIB,,,
RDN,,,
RDNT,,,
RDVT,,,
RDW,,,
RDWR,,,
RDY,,,
RE,1.0,7.0,1.0
REAL,,,
REAX,,,
REBN,,,
REE,,,
REFI,,,
REFR,,,
REG,4.0,3.0,4.0
REGN,0.0,11.0,0.0
REI,,,
REKR,,,
RELI,,,
RELIW,,,
RELL,,,
RELX,,,
RELY,,,
RENE,,,
RENEU,,,
RENEW,,,
RENN,,,
RENT,,,
REPL,,,
REPX,,,
RERE,,,
RES,,,
RETA,,,
RETO,,,
REUN,,,
REVB,,,
REVBW,,,
REVG,,,
REX,,,
REXR,,,
REXR^B,,,
REYN,,,
REZI,,,
RF,2.0,7.0,2.0
RF^B,,,
RF^C,,,
RF^E,,,
RFAC,,,
RFACR,,,
RFACW,,,
RFI,5.0,5.0,5.0
RFIL,,,
RFL,,,
RFM,,,
RFMZ,,,
RGA,3.0,8.0,3.0
RGC,,,
RGCO,,,
RGEN,,,
RGF,,,
RGLD,,,
RGLS,,,
RGNX,,,
RGP,,,
RGR,,,
RGS,,,
RGT,,,
RGTI,,,
RGTIW,,,
RH,,,
RHE,,,
RHE^A,,,
RHI,0.0,7.0,0.0
RHP,,,
RIBT,,,
RICK,,,
RIDE,,,
RIG,0.0,0.0,0.0
RIGL,,,
RILY,,,
RILYG,,,
RILYK,,,
RILYL,,,
RILYM,,,
RILYN,,,
RILYO,,,
RILYP,,,
RILYT,,,
RILYZ,,,
RIO,,,
RIOT,,,
RITM,,,
RITM^A,,,
RITM^B,,,
RITM^C,,,
RITM^D,,,
RIV,,,
RIV^A,,,
RIVN,,,
RJAC,,,
RJF,1.0,10.0,1.0
RJF^B,,,
RKDA,,,
RKLB,,,
RKT,,,
RL,1.0,7.0,1.0
RLAY,,,
RLGT,,,
RLI,,,
RLJ,,,
RLJ^A,,,
RLMD,,,
RLTY,,,
RLX,,,
RLYB,,,
RM,,,
RMAX,,,
RMBI,,,
RMBL,,,
RMBS,,,
RMCF,,,
RMD,3.0,12.0,3.0
RMED,,,
RMGC,,,
RMGCW,,,
RMI,,,
RMM,,,
RMMZ,,,
RMNI,,,
RMPL^,,,
RMR,,,
RMT,0.0,0.0,0.0
RMTI,,,
RNA,,,
RNAZ,,,
RNG,,,
RNGR,,,
RNLX,,,
RNP,4.0,7.0,4.0
RNR,3.0,10.0,3.0
RNR^F,,,
RNR^G,,,
RNST,,,
RNW,,,
RNXT,,,
ROAD,,,
ROC,,,
ROCAR,,,
ROCC,,,
ROCG,,,
ROCGU,,,
ROCGW,,,
ROCK,,,
ROCL,,,
ROCLW,,,
ROG,,,
ROIC,,,
ROIV,,,
ROIVW,,,
ROK,5.0,7.0,5.0
ROKU,,,
ROL,2.0,11.0,2.0
RONI,,,
ROOT,,,
ROP,5.0,13.0,5.0
ROSE,,,
ROSEW,,,
ROSS,,,
ROST,2.0,8.0,2.0
ROVR,,,
RPAY,,,
RPD,,,
RPHM,,,
RPID,,,
RPM,19.0,12.0,19.0
RPRX,,,
RPT,,,
RPT^D,,,
RPTX,,,
RQI,5.0,5.0,5.0
RRAC,,,
RRBI,,,
RRC,26.0,10.0,26.0
RRGB,,,
RRR,,,
RRX,,,
RS,7.0,7.0,7.0
RSF,,,
RSG,11.0,6.0,11.0
RSI,,,
RSKD,,,
RSLS,,,
RSSS,,,
RSVR,,,
RSVRW,,,
RTC,,,
RTL,,,
RTLPO,,,
RTLPP,,,
RTO,,,
RTX,,,
RUM,,,
RUMBW,,,
RUN,,,
RUSHA,,,
RUSHB,,,
RUTH,,,
RVLP,,,
RVLV,,,
RVMD,,,
RVNC,,,
RVP,,,
RVPH,,,
RVPHW,,,
RVSB,,,
RVSN,,,
RVSNW,,,
RVT,0.0,0.0,0.0
RVYL,,,
RWAY,,,
RWAYL,,,
RWAYZ,,,
RWLK,,,
RWOD,,,
RWODR,,,
RWODU,,,
RWT,,,
RWT^A,,,
RXDX,,,
RXO,,,
RXRX,,,
RXST,,,
RXT,,,
RY,1.0,11.0,1.0
RY^T,,,
RYAAY,,,
RYAM,,,
RYAN,,,
RYI,,,
RYN,,,
RYTM,,,
RZB,,,
RZC,,,
RZLT,,,
S,,,
SA,,,
SABR,1.0,14.0,1.0
SABRP,,,
SABS,,,
SABSW,,,
SACC,,,
SACH,,,
SACH^A,,,
SAFE,,,
SAFT,,,
SAGA,,,
SAGAR,,,
SAGE,,,
SAH,,,
SAI,,,
SAIA,,,
SAIC,,,
SAITW,,,
SAJ,,,
SAL,,,
SALM,,,
SAM,,,
SAMA,,,
SAMG,,,
SAN,,,
SANA,,,
SAND          ,,,
SANG,,,
SANM,,,
SANW,,,
SAP,,,
SAR,,,
SASI,,,
SASR,,,
SAT,,,
SATL,,,
SATLW,,,
SATS,2.0,11.0,2.0
SATX,,,
SAVA,,,
SAVE,,,
SAY,,,
SAZ,,,
SB,,,
SB^C,,,
SB^D,,,
SBAC,3.0,3.0,3.0
SBBA,,,
SBCF,,,
SBET,,,
SBEV,,,
SBFG,,,
SBFM,,,
SBFMW,,,
SBGI,,,
SBH,,,
SBI,,,
SBIG,,,
SBIGW,,,
SBLK,,,
SBOW,,,
SBR,,,
SBRA,,,
SBS,,,
SBSI,,,
SBSW,,,
SBT,,,
SBUX,6.0,14.0,6.0
SBXC,,,
SCAQ,,,
SCAQW,,,
SCCB,,,
SCCC,,,
SCCD,,,
SCCE,,,
SCCF,,,
SCCG,,,
SCCO,17.0,8.0,17.0
SCD,4.0,8.0,4.0
SCE^G,,,
SCE^H,,,
SCE^J,,,
SCE^K,,,
SCE^L,,,
SCHL,,,
SCHN,,,
SCHW,2.0,10.0,2.0
SCHW^D,,,
SCHW^J,,,
SCI,0.0,10.0,0.0
SCKT,,,
SCL,,,
SCLX,,,
SCLXW,,,
SCM,,,
SCOR,,,
SCPH,,,
SCPL,,,
SCRM,,,
SCRMU,,,
SCRMW,,,
SCS,,,
SCSC,,,
SCTL,,,
SCU,,,
SCUA,,,
SCVL,,,
SCWO,,,
SCWX,,,
SCX,,,
SCYX,,,
SD,,,
SDACW,,,
SDC,,,
SDGR,,,
SDHY,,,
SDIG,,,
SDPI,,,
SDRL,,,
SE,,,
SEAC,,,
SEAL^A,,,
SEAL^B,,,
SEAS,,,
SEAT,,,
SEATW,,,
SEB,,,
SECO,,,
SEDA,,,
SEDG,,,
SEE,16.0,2.0,16.0
SEED,,,
SEEL,,,
SEER,,,
SEIC,1.0,8.0,1.0
SELB,,,
SELF,,,
SEM,,,
SEMR,,,
SENEA,,,
SENEB,,,
SENS,,,
SEPA,,,
SERA,,,
SES,,,
SEV,,,
SEVN,,,
SF,,,
SF^B,,,
SF^C,,,
SF^D,,,
SFB,,,
SFBC,,,
SFBS,,,
SFE,,,
SFIX,,,
SFL,,,
SFM,,,
SFNC,,,
SFR,,,
SFRWW,,,
SFST,,,
SFT,,,
SFWL,,,
SG,,,
SGA,,,
SGBX,,,
SGC,,,
SGEN,2.0,17.0,2.0
SGH,,,
SGHC,,,
SGHL,,,
SGHLW,,,
SGHT,,,
SGLY,,,
SGMA,,,
SGML,,,
SGMO,,,
SGRP,,,
SGRY,,,
SGTX,,,
SGU,,,
SHAK,,,
SHBI,,,
SHC,,,
SHCO,,,
SHCR,,,
SHCRW,,,
SHEL,,,
SHEN,,,
SHFS,,,
SHFSW,,,
SHG,,,
SHIP,,,
SHLS,,,
SHLT,,,
SHO,,,
SHO^H,,,
SHO^I,,,
SHOO,,,
SHOP,,,
SHPH,,,
SHPW,,,
SHUA,,,
SHW,13.0,9.0,13.0
SHYF,,,
SIBN,,,
SID,,,
SIDU,,,
SIEB,,,
SIEN,,,
SIF,,,
SIFY,,,
SIG,0.0,0.0,0.0
SIGA,,,
SIGI,,,
SIGIP,,,
SII,,,
SILC,,,
SILK,,,
SILO,,,
SILV,,,
SIM,,,
SIMO,,,
SINT,,,
SIRE,,,
SIRI,0.0,8.0,0.0
SISI,,,
SITC,0.0,0.0,0.0
SITC^A,,,
SITE,,,
SITM,,,
SIX,13.0,9.0,13.0
SJ,,,
SJM,12.0,12.0,12.0
SJT,,,
SJW,,,
SKE,,,
SKIL,,,
SKIN,,,
SKLZ,,,
SKM,,,
SKT,,,
SKWD,,,
SKX,,,
SKY,,,
SKYH,,,
SKYT,,,
SKYW,,,
SKYX,,,
SLAB,,,
SLAC,,,
SLACW,,,
SLAM,,,
SLAMU,,,
SLAMW,,,
SLB,7.0,9.0,7.0
SLCA,,,
SLDB,,,
SLDP,,,
SLDPW,,,
SLF,0.0,7.0,0.0
SLG,3.0,3.0,3.0
SLG^I,,,
SLGC,,,
SLGCW,,,
SLGG,,,
SLGL,,,
SLGN,,,
SLI,,,
SLM,0.0,12.0,0.0
SLMBP,,,
SLN,,,
SLNA,,,
SLND,,,
SLNG,,,
SLNH,,,
SLNHP,,,
SLNO,,,
SLP,,,
SLQT,,,
SLRC,,,
SLRN,,,
SLRX,,,
SLS,,,
SLVM,,,
SLVR,,,
SLVRU,,,
SLVRW,,,
SM,,,
SMAP,,,
SMAPW,,,
SMAR,,,
SMBC,,,
SMBK,,,
SMCI,,,
SMFG,,,
SMFL,,,
SMG,15.0,12.0,15.0
SMHI,,,
SMID,,,
SMLP,,,
SMLR,,,
SMMF,,,
SMMT,,,
SMP,,,
SMPL,,,
SMR,,,
SMRT,,,
SMSI,,,
SMTC,,,
SMTI,,,
SMWB,,,
SMX,,,
SMXWW,,,
SNA,9.0,14.0,9.0
SNAL,,,
SNAP,,,
SNAX,,,
SNAXW,,,
SNBR,,,
SNCE,,,
SNCR,,,
SNCRL,,,
SNCY,,,
SND,,,
SNDA,,,
SNDL,,,
SNDR,,,
SNDX,,,
SNES,,,
SNEX,,,
SNFCA,,,
SNGX,,,
SNMP,,,
SNN,,,
SNOA,,,
SNOW,,,
SNPO,,,
SNPS,3.0,6.0,3.0
SNPX,,,
SNSE,,,
SNT,,,
SNTG,,,
SNTI,,,
SNV,2.0,10.0,2.0
SNV^D,,,
SNV^E,,,
SNX,,,
SNY,,,
SO,15.0,11.0,15.0
SOBR,,,
SOFI,,,
SOFO,,,
SOHO,,,
SOHON,,,
SOHOO,,,
SOHU,,,
SOI,,,
SOJC,,,
SOJD,,,
SOJE,,,
SOL,,,
SOLO,,,
SOLOW,,,
SON,12.0,2.0,12.0
SOND,,,
SONDW,,,
SONM,,,
SONN,,,
SONO,,,
SONX,,,
SONY,,,
SOPA,,,
SOPH,,,
SOR,,,
SOS,,,
SOTK,,,
SOUN,,,
SOUNW,,,
SOVO,,,
SP,,,
SPB,,,
SPCB,,,
SPCE,,,
SPCM,,,
SPCMW,,,
SPE,,,
SPFI,,,
SPG,4.0,4.0,4.0
SPG^J,,,
SPGI,0.0,6.0,0.0
SPH,,,
SPHR,,,
SPI,,,
SPIR,,,
SPLK,1.0,11.0,1.0
SPLP,,,
SPLP^A,,,
SPNS,,,
SPNT,,,
SPNT^B,,,
SPOK,,,
SPOT,,,
SPPI,,,
SPR,11.2,11.3,11.2
SPRB,,,
SPRC,,,
SPRO,,,
SPRU,,,
SPRY,,,
SPSC,,,
SPT,,,
SPTN,,,
SPWH,,,
SPWR,,,
SPXC,,,
SPXX,3.4,10.4,3.4
SQ,1.1,10.9,1.1
SQFT,,,
SQFTP,,,
SQFTW,,,
SQL,,,
SQLLW,,,
SQM,,,
SQNS,,,
SQSP,,,
SQZ,,,
SR,,,
SR^A,,,
SRAD,,,
SRC,,,
SRC^A,,,
SRCE,,,
SRCL,15.1,7.4,15.1
SRDX,,,
SRE,12.1,7.1,12.1
SREA,,,
SRG,,,
SRG^A,,,
SRGA,,,
SRI,,,
SRL,,,
SRPT,,,
SRRK,,,
SRT,,,
SRTS,,,
SRV,,,
SRZN,,,
SSB,,,
SSBI,,,
SSBK,,,
SSD,,,
SSIC,,,
SSKN,,,
SSL,,,
SSNC,4.8,11.3,4.8
SSNT,,,
SSP,,,
SSRM,,,
SSSS,,,
SSSSL,,,
SST,,,
SSTI,,,
SSTK,,,
SSU,,,
SSY,,,
SSYS,,,
ST,3.8,3.2,3.8
STAA,,,
STAF,,,
STAG,,,
STBA,,,
STBX,,,
STC,,,
STCN,,,
STE,,,
STEL,,,
STEM,,,
STEP,,,
STER,,,
STET,,,
STEW,,,
STG,,,
STGW,,,
STHO,,,
STIM,,,
STIX,,,
STIXW,,,
